original_filename,npz_path,tile_cov_shape,S_full,S_full_wgap_alpha50,s
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000.npz,"(8, 8, 4)",0.06684210151433945,0.06859986484050751,0.056399762630462646
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.npz,"(8, 8, 4)",0.6630409359931946,0.6651699542999268,0.7414159774780273
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000.npz,"(8, 8, 4)",0.18439558148384094,0.18747681379318237,0.10936200618743896
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.npz,"(8, 8, 4)",0.7064985632896423,0.6974356770515442,0.9990885257720947
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000.npz,"(8, 8, 4)",0.17143455147743225,0.17653536796569824,0.12965822219848633
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000.npz,"(8, 8, 4)",0.4768870770931244,0.4695991277694702,0.48838865756988525
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000.npz,"(8, 8, 4)",0.15692056715488434,0.15361203253269196,0.25965821743011475
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000.npz,"(8, 8, 4)",0.3851836025714874,0.3873235583305359,0.39575523138046265
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000.npz,"(8, 8, 4)",0.25295141339302063,0.2636886239051819,0.15806317329406738
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.npz,"(8, 8, 4)",0.5715407729148865,0.5504453182220459,0.9957031011581421
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000.npz,"(8, 8, 4)",0.22378402948379517,0.22844697535037994,0.21192383766174316
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.npz,"(8, 8, 4)",0.36538222432136536,0.36622893810272217,0.9990918040275574
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000.npz,"(8, 8, 4)",0.02675558440387249,0.027974670752882957,0.03389322757720947
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000.npz,"(8, 8, 4)",0.19991490244865417,0.19577373564243317,0.3607519268989563
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000.npz,"(8, 8, 4)",0.7940091490745544,0.7981391549110413,0.9969596266746521
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000.npz,"(8, 8, 4)",0.9411062002182007,0.9443963170051575,0.9974446892738342
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000.npz,"(8, 8, 4)",0.29192888736724854,0.2871841788291931,0.569251298904419
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_2135_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_2135_RV_s000.npz,"(8, 8, 4)",0.04271497577428818,0.04453611001372337,0.0303841233253479
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000.npz,"(8, 8, 4)",0.5959969162940979,0.5926087498664856,0.9976562261581421
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3560_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3560_RV_s000.npz,"(8, 8, 4)",0.41064730286598206,0.4148746132850647,0.3939681053161621
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000.npz,"(8, 8, 4)",0.8346262574195862,0.8376163840293884,0.999218761920929
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3764_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3764_MVL_s000.npz,"(8, 8, 4)",0.22252751886844635,0.22714915871620178,0.20930010080337524
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000.npz,"(8, 8, 4)",0.9989591836929321,0.999081015586853,0.9984375238418579
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000.npz,"(8, 8, 4)",0.7463510632514954,0.7243085503578186,0.8490234613418579
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4262_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4262_FV_s000.npz,"(8, 8, 4)",0.13682745397090912,0.13407883048057556,0.07428383827209473
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4433_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4433_FV_s000.npz,"(8, 8, 4)",0.3736354410648346,0.3776850402355194,0.35276365280151367
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000.npz,"(8, 8, 4)",0.35256534814834595,0.3470503091812134,0.8565104007720947
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000.npz,"(8, 8, 4)",0.693311333656311,0.6972287893295288,0.7920572757720947
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2115_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2115_MVL_s000.npz,"(8, 8, 4)",0.02286026068031788,0.023851148784160614,0.025156259536743164
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000.npz,"(8, 8, 4)",0.6764600872993469,0.6835087537765503,1.0
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_3155_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_3155_RV_s000.npz,"(8, 8, 4)",0.3905041515827179,0.4121135473251343,0.33576494455337524
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_0951_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_0951_MVL_s000.npz,"(8, 8, 4)",0.9770807027816772,0.9752973914146423,1.0
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1383_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1383_MVL_s000.npz,"(8, 8, 4)",0.366268515586853,0.37397587299346924,0.2986816167831421
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1887_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1887_RV_s000.npz,"(8, 8, 4)",0.7320457696914673,0.7282317876815796,0.9984375238418579
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_2828_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_2828_FV_s000.npz,"(8, 8, 4)",0.4698595106601715,0.4633035957813263,0.7836653590202332
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_4563_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_4563_MVL_s000.npz,"(8, 8, 4)",0.8399726152420044,0.8533119559288025,1.0
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_1134_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_1134_FV_s000.npz,"(8, 8, 4)",0.22066256403923035,0.21348053216934204,0.19507813453674316
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_1268_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_1268_RV_s000.npz,"(8, 8, 4)",0.10408692061901093,0.10804634541273117,0.04970705509185791
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_2098_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_2098_RV_s000.npz,"(8, 8, 4)",0.06306062638759613,0.06638064235448837,0.04880857467651367
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_2295_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_2295_MVR_s000.npz,"(8, 8, 4)",0.18402864038944244,0.19166909158229828,0.08670574426651001
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_3901_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_3901_MVL_s000.npz,"(8, 8, 4)",0.07317305356264114,0.07586615532636642,0.04541665315628052
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_4370_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_4370_FV_s000.npz,"(8, 8, 4)",0.06386213004589081,0.06554963439702988,0.04268229007720947
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1877_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1877_MVL_s000.npz,"(8, 8, 4)",0.9534695744514465,0.9559295177459717,0.9984375238418579
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1995_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1995_MVL_s000.npz,"(8, 8, 4)",0.037158720195293427,0.038678962737321854,0.03531903028488159
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_2551_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_2551_FV_s000.npz,"(8, 8, 4)",0.06320317834615707,0.06495902687311172,0.05852866172790527
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_3291_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_3291_RV_s000.npz,"(8, 8, 4)",0.7293939590454102,0.7301257252693176,0.9996093511581421
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_4537_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_4537_FV_s000.npz,"(8, 8, 4)",0.17908968031406403,0.18349729478359222,0.10455727577209473
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_0207_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_0207_MVR_s000.npz,"(8, 8, 4)",0.09918412566184998,0.09650032967329025,0.7832258939743042
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_2661_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_2661_RV_s000.npz,"(8, 8, 4)",0.5,0.5,1.0
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3134_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3134_FV_s000.npz,"(8, 8, 4)",0.39116692543029785,0.3952242136001587,0.3904394507408142
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3140_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3140_MVL_s000.npz,"(8, 8, 4)",0.33153286576271057,0.32911598682403564,0.3489453196525574
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_4442_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_4442_MVL_s000.npz,"(8, 8, 4)",0.3312191665172577,0.32878029346466064,0.31876301765441895
1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_2300_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_2300_MVR_s000.npz,"(8, 8, 4)",0.17749246954917908,0.18452267348766327,0.08286786079406738
1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_2310_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_2310_RV_s000.npz,"(8, 8, 4)",0.15752536058425903,0.16329917311668396,0.06266278028488159
1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_3204_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/npz/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_3204_MVL_s000.npz,"(8, 8, 4)",0.05818166211247444,0.05741910636425018,0.4368098974227905
