file_id,original_dominant_class,actual_dominant_class,class_1_ratio,class_2_ratio,class_3_ratio,S_full,original_caption,caption,severity_token,changed
0065_RV,2,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0067_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0069_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0071_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0073_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0076_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0078_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0080_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0081_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0083_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0085_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0087_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0089_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0091_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0093_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0095_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0097_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0099_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0101_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0103_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0105_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0107_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0108_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0111_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0113_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0115_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0117_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0119_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0121_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0123_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0125_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0128_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0130_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0132_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0133_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0136_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0138_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0140_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0143_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0145_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0147_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0149_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0150_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0152_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0154_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0156_RV,1,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0158_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0160_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0162_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0164_FV,3,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0167_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0168_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0171_MVL,3,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0174_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0176_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0178_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0180_MVR,3,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,False
0182_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0184_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0186_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0188_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0190_RV,3,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0191_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0193_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0195_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0197_FV,2,2,0.3619433641433716,0.6362369656562805,0.0,0.5310613512992859,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,False
0199_MVL,1,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0200_MVL,1,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0202_MVL,1,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0205_MVL,1,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0206_MVL,1,3,0.0734993517398834,0.0383455418050289,0.6670198440551758,0.6757362484931946,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0207_MVR,1,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0209_MVR,1,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0211_MVR,1,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0213_MVR,1,3,0.0,0.4437890648841858,0.5558642745018005,0.8715894818305969,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible","severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",severe,True
0215_RV,2,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0217_RV,2,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0219_RV,2,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
0221_RV,2,3,0.0,0.0949259474873542,0.4732185900211334,0.5986670851707458,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible","noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",noticeable,True
