rgb_path,npz_path,split,s,global_level,global_bin
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_1346_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_1346_FV_s000.npz,train,0.38885700702667236,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_3550_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841587494_1751841953236_01_merged_seg2_final_level_max6_20250707064125_20250707064136_f_t0000002000_f000000050_3550_MVL_s000.npz,train,0.3738972246646881,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764746050_1751765121684_01_merged_seg1_final_level_max6_20250706092351_20250706092410_f_t0000009000_f000000225_3289_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751764746050_1751765121684_01_merged_seg1_final_level_max6_20250706092351_20250706092410_f_t0000009000_f000000225_3289_MVR_s000.npz,train,0.32390350103378296,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764746050_1751765121684_01_merged_seg1_final_level_max6_20250706092351_20250706092410_f_t0000009000_f000000225_4466_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751764746050_1751765121684_01_merged_seg1_final_level_max6_20250706092351_20250706092410_f_t0000009000_f000000225_4466_FV_s000.npz,train,0.39114001393318176,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_2590_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_2590_MVL_s000.npz,train,0.20247450470924377,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_0996_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_0996_MVR_s000.npz,train,0.11448857188224792,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751844993012_1751845387415_01_merged_seg1_final_level_max6_20250707073749_20250707073753_f_t0000000000_f000000000_1460_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751844993012_1751845387415_01_merged_seg1_final_level_max6_20250707073749_20250707073753_f_t0000000000_f000000000_1460_RV_s000.npz,train,0.23360863327980042,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4954_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4954_MVL_s000.npz,train,0.19197657704353333,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4866_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4866_MVR_s000.npz,train,0.19665777683258057,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_0820_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_0820_RV_s000.npz,train,0.16926904022693634,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4539_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4539_MVL_s000.npz,train,0.2252930998802185,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_4900_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_4900_RV_s000.npz,train,0.30521732568740845,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_3041_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_3041_MVR_s000.npz,train,0.24034005403518677,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840197633_1751840566900_01_merged_seg1_final_level_max6_20250707061809_20250707061815_f_t0000003000_f000000075_4903_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751840197633_1751840566900_01_merged_seg1_final_level_max6_20250707061809_20250707061815_f_t0000003000_f000000075_4903_RV_s000.npz,train,0.3042792081832886,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841396043_1751841812203_01_merged_seg1_final_level_max6_20250707063925_20250707063931_f_t0000001000_f000000025_3336_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841396043_1751841812203_01_merged_seg1_final_level_max6_20250707063925_20250707063931_f_t0000001000_f000000025_3336_FV_s000.npz,train,0.142311230301857,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757771683_1751758149403_01_merged_seg2_final_level_max6_20250706072346_20250706072351_f_t0000000000_f000000000_1414_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751757771683_1751758149403_01_merged_seg2_final_level_max6_20250706072346_20250706072351_f_t0000000000_f000000000_1414_MVL_s000.npz,train,0.35917049646377563,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_1394_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_1394_RV_s000.npz,train,0.371184378862381,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_4920_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_4920_MVR_s000.npz,train,0.3329096734523773,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751752529544_1751752905302_01_merged_seg1_final_level_max6_20250706055533_20250706055538_f_t0000000000_f000000000_4063_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751752529544_1751752905302_01_merged_seg1_final_level_max6_20250706055533_20250706055538_f_t0000000000_f000000000_4063_MVR_s000.npz,train,0.33837783336639404,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_0471_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_0471_MVL_s000.npz,train,0.19577373564243317,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_3764_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_3764_MVL_s000.npz,train,0.22714915871620178,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_0590_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_0590_MVL_s000.npz,train,0.2182895988225937,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802492742_1751802722181_01_merged_seg1_final_level_max4_20250706194931_20250706195019_f_t0000026000_f000000650_0376_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751802492742_1751802722181_01_merged_seg1_final_level_max4_20250706194931_20250706195019_f_t0000026000_f000000650_0376_MVL_s000.npz,train,0.32180261611938477,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846559422_1751846872074_01_merged_seg2_final_level_max6_20250707080340_20250707080348_f_t0000006000_f000000150_1528_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751846559422_1751846872074_01_merged_seg2_final_level_max6_20250707080340_20250707080348_f_t0000006000_f000000150_1528_FV_s000.npz,train,0.2492680549621582,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843783225_1751844163982_01_merged_seg1_final_level_max5_20250707071745_20250707071757_f_t0000009000_f000000225_4704_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751843783225_1751844163982_01_merged_seg1_final_level_max5_20250707071745_20250707071757_f_t0000009000_f000000225_4704_MVL_s000.npz,train,0.23951154947280884,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843783225_1751844163982_01_merged_seg1_final_level_max5_20250707071745_20250707071757_f_t0000009000_f000000225_2327_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751843783225_1751844163982_01_merged_seg1_final_level_max5_20250707071745_20250707071757_f_t0000009000_f000000225_2327_MVR_s000.npz,train,0.16462421417236328,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840566940_1751840928885_01_merged_seg2_final_level_max6_20250707062809_20250707062816_f_t0000000000_f000000000_3423_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751840566940_1751840928885_01_merged_seg2_final_level_max6_20250707062809_20250707062816_f_t0000000000_f000000000_3423_RV_s000.npz,train,0.2623599171638489,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751864589522_1751864950721_01_merged_seg3_final_level_max6_20250707130811_20250707130829_f_t0000002000_f000000050_2596_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751864589522_1751864950721_01_merged_seg3_final_level_max6_20250707130811_20250707130829_f_t0000002000_f000000050_2596_MVR_s000.npz,train,0.19209611415863037,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841258471_1751841587454_01_merged_seg3_final_level_max6_20250707063513_20250707063521_f_t0000004000_f000000100_3473_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751841258471_1751841587454_01_merged_seg3_final_level_max6_20250707063513_20250707063521_f_t0000004000_f000000100_3473_MVL_s000.npz,train,0.2871464788913727,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799999516_1751800239675_01_merged_seg3_final_level_max6_20250706190735_20250706190747_f_t0000011000_f000000275_2307_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751799999516_1751800239675_01_merged_seg3_final_level_max6_20250706190735_20250706190747_f_t0000011000_f000000275_2307_RV_s000.npz,train,0.16155892610549927,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751758149524_1751758500443_01_merged_seg1_final_level_max6_20250706073134_20250706073140_f_t0000000000_f000000000_4982_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751758149524_1751758500443_01_merged_seg1_final_level_max6_20250706073134_20250706073140_f_t0000000000_f000000000_4982_MVL_s000.npz,train,0.3874436616897583,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg1_final_level_max6_20250706064104_20250706064130_f_t0000018000_f000000450_2630_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755146001_1751755440828_01_merged_seg1_final_level_max6_20250706064104_20250706064130_f_t0000018000_f000000450_2630_RV_s000.npz,train,0.2876885235309601,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg1_final_level_max6_20250706064104_20250706064130_f_t0000018000_f000000450_3691_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755146001_1751755440828_01_merged_seg1_final_level_max6_20250706064104_20250706064130_f_t0000018000_f000000450_3691_FV_s000.npz,train,0.2869463562965393,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840816850_1751841149811_01_merged_seg4_final_level_max6_20250707063207_20250707063211_f_t0000002000_f000000050_4005_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751840816850_1751841149811_01_merged_seg4_final_level_max6_20250707063207_20250707063211_f_t0000002000_f000000050_4005_RV_s000.npz,train,0.39702072739601135,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_3554_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_3554_MVR_s000.npz,train,0.3952094614505768,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_4436_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_4436_FV_s000.npz,train,0.3779078423976898,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_3111_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_3111_MVL_s000.npz,train,0.35282382369041443,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846559422_1751846872074_01_merged_seg3_final_level_max6_20250707080549_20250707080556_f_t0000006000_f000000150_2491_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751846559422_1751846872074_01_merged_seg3_final_level_max6_20250707080549_20250707080556_f_t0000006000_f000000150_2491_RV_s000.npz,train,0.3080734312534332,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000003000_f000000075_3149_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000003000_f000000075_3149_MVR_s000.npz,train,0.38143792748451233,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg3_final_level_max6_20250707075011_20250707075016_f_t0000000000_f000000000_4796_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751845589772_1751845899244_01_merged_seg3_final_level_max6_20250707075011_20250707075016_f_t0000000000_f000000000_4796_MVR_s000.npz,train,0.3128177225589752,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751869681799_1751870073234_01_merged_seg1_final_level_max6_20250707143410_20250707143416_f_t0000002000_f000000050_2344_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751869681799_1751870073234_01_merged_seg1_final_level_max6_20250707143410_20250707143416_f_t0000002000_f000000050_2344_FV_s000.npz,train,0.1596943736076355,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_3791_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_3791_RV_s000.npz,train,0.17790921032428741,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_2602_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_2602_RV_s000.npz,train,0.15893779695034027,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_0055_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_0055_MVR_s000.npz,train,0.2180328220129013,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_3424_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_3424_RV_s000.npz,train,0.26234638690948486,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_2315_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_2315_FV_s000.npz,train,0.21209099888801575,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_3254_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_3254_RV_s000.npz,train,0.34530505537986755,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843878110_1751844239299_01_merged_seg2_final_level_max6_20250707072331_20250707072336_f_t0000002000_f000000050_3266_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751843878110_1751844239299_01_merged_seg2_final_level_max6_20250707072331_20250707072336_f_t0000002000_f000000050_3266_FV_s000.npz,train,0.3359168469905853,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843878110_1751844239299_01_merged_seg2_final_level_max6_20250707072331_20250707072336_f_t0000002000_f000000050_4999_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751843878110_1751844239299_01_merged_seg2_final_level_max6_20250707072331_20250707072336_f_t0000002000_f000000050_4999_RV_s000.npz,train,0.4162663221359253,3,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751774824349_1751775163986_01_merged_seg3_final_level_max6_20250706120922_20250706120927_f_t0000001000_f000000025_3693_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751774824349_1751775163986_01_merged_seg3_final_level_max6_20250706120922_20250706120927_f_t0000001000_f000000025_3693_FV_s000.npz,train,0.2869463562965393,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756901084_1751757228118_01_merged_seg1_final_level_max6_20250706071009_20250706071029_f_t0000005000_f000000125_3787_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751756901084_1751757228118_01_merged_seg1_final_level_max6_20250706071009_20250706071029_f_t0000005000_f000000125_3787_RV_s000.npz,train,0.18564721941947937,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756901084_1751757228118_01_merged_seg1_final_level_max6_20250706071009_20250706071029_f_t0000005000_f000000125_2349_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751756901084_1751757228118_01_merged_seg1_final_level_max6_20250706071009_20250706071029_f_t0000005000_f000000125_2349_FV_s000.npz,train,0.17579925060272217,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000004000_f000000100_2304_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000004000_f000000100_2304_RV_s000.npz,train,0.16148322820663452,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000004000_f000000100_4037_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000004000_f000000100_4037_RV_s000.npz,train,0.1826762855052948,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_1660_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_1660_RV_s000.npz,train,0.3883683383464813,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_1489_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_1489_RV_s000.npz,train,0.35903623700141907,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_2492_RV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_2492_RV_s000.npz,train,0.30754542350769043,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_4905_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_4905_FV_s000.npz,train,0.3336277902126312,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_4879_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_4879_FV_s000.npz,train,0.39450564980506897,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_3641_MVR_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_3641_MVR_s000.npz,train,0.31448987126350403,2,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg5_final_level_max6_20250706072335_20250706072342_f_t0000005000_f000000125_3750_FV_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751757622561_1751757850881_01_merged_seg5_final_level_max6_20250706072335_20250706072342_f_t0000005000_f000000125_3750_FV_s000.npz,train,0.16226039826869965,1,1
synthetic_soiling/batch_896f_10masks/resized_640x480/1751753593701_1751753995402_01_merged_seg1_final_level_max6_20250706061545_20250706061551_f_t0000002000_f000000050_3077_MVL_s000.png,synthetic_soiling/batch_896f_10masks/npz/1751753593701_1751753995402_01_merged_seg1_final_level_max6_20250706061545_20250706061551_f_t0000002000_f000000050_3077_MVL_s000.npz,train,0.24466575682163239,2,1
