S_gt,S_hat,error,bias,image_path
0.7189401984214783,0.29601374,0.4229264557361603,-0.4229264557361603,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000_640x480.png
0.9486243724822998,0.25902537,0.6895990073680878,-0.6895990073680878,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000_640x480.png
0.79677414894104,0.18831885,0.6084553003311157,-0.6084553003311157,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000_640x480.png
0.5721966028213501,0.20209512,0.3701014816761017,-0.3701014816761017,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000_640x480.png
0.6048836708068848,0.21515216,0.3897315114736557,-0.3897315114736557,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000_640x480.png
0.3052197992801666,0.30723938,0.0020195841789245605,0.0020195841789245605,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000_640x480.png
0.3961978852748871,0.26493376,0.1312641203403473,-0.1312641203403473,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000_640x480.png
0.0685998648405075,0.3297127,0.2611128240823746,0.2611128240823746,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000_640x480.png
0.6651699542999268,0.32762045,0.33754950761795044,-0.33754950761795044,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000_640x480.png
0.1874768137931823,0.3611963,0.17371949553489693,0.17371949553489693,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000_640x480.png
0.6974356770515442,0.19990538,0.4975302964448929,-0.4975302964448929,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000_640x480.png
0.1765353679656982,0.3153824,0.13884702324867254,0.13884702324867254,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000_640x480.png
0.4695991277694702,0.31963634,0.14996278285980225,-0.14996278285980225,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000_640x480.png
0.1536120325326919,0.29468656,0.14107452332973486,0.14107452332973486,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000_640x480.png
0.3873235583305359,0.28719902,0.1001245379447937,-0.1001245379447937,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000_640x480.png
0.2636886239051819,0.3188387,0.05515006184577942,0.05515006184577942,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000_640x480.png
0.5504453182220459,0.24357726,0.3068680614233017,-0.3068680614233017,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000_640x480.png
0.2284469753503799,0.27407706,0.04563008248806005,0.04563008248806005,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000_640x480.png
0.3662289381027221,0.21508464,0.15114429593086237,-0.15114429593086237,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000_640x480.png
0.0279746707528829,0.28096634,0.252991670742631,0.252991670742631,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000_640x480.png
0.1957737356424331,0.276061,0.08028726279735571,0.08028726279735571,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000_640x480.png
0.7981391549110413,0.25624558,0.5418935716152191,-0.5418935716152191,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000_640x480.png
0.9443963170051576,0.29206192,0.6523343920707704,-0.6523343920707704,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000_640x480.png
0.2871841788291931,0.32036605,0.03318187594413757,0.03318187594413757,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000_640x480.png
0.0445361100137233,0.34213656,0.29760045185685163,0.29760045185685163,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_2135_RV_s000_640x480.png
0.5926087498664856,0.28559372,0.3070150315761566,-0.3070150315761566,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000_640x480.png
0.4148746132850647,0.3410982,0.07377642393112183,-0.07377642393112183,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3560_RV_s000_640x480.png
0.8376163840293884,0.20049615,0.6371202319860458,-0.6371202319860458,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000_640x480.png
0.2271491587162017,0.3568262,0.12967702746391305,0.12967702746391305,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3764_MVL_s000_640x480.png
0.999081015586853,0.2544125,0.7446685135364532,-0.7446685135364532,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000_640x480.png
0.7243085503578186,0.30607185,0.41823670268058777,-0.41823670268058777,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000_640x480.png
0.1340788304805755,0.3447922,0.2107133567333222,0.2107133567333222,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4262_FV_s000_640x480.png
0.3776850402355194,0.36192396,0.015761077404022217,-0.015761077404022217,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4433_FV_s000_640x480.png
0.3470503091812134,0.28241754,0.06463277339935303,-0.06463277339935303,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000_640x480.png
0.6972287893295288,0.21367572,0.48355306684970856,-0.48355306684970856,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000_640x480.png
0.0238511487841606,0.33249807,0.30864692479372025,0.30864692479372025,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2115_MVL_s000_640x480.png
0.6835087537765503,0.27116516,0.4123435914516449,-0.4123435914516449,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000_640x480.png
0.4121135473251343,0.37163198,0.0404815673828125,-0.0404815673828125,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_3155_RV_s000_640x480.png
0.9752973914146424,0.19140738,0.7838900089263917,-0.7838900089263917,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_0951_MVL_s000_640x480.png
0.3739758729934692,0.36011115,0.01386472582817072,-0.01386472582817072,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1383_MVL_s000_640x480.png
0.7282317876815796,0.29246032,0.43577146530151367,-0.43577146530151367,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1887_RV_s000_640x480.png
0.4633035957813263,0.33277157,0.13053202629089355,-0.13053202629089355,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_2828_FV_s000_640x480.png
0.8533119559288025,0.16443901,0.6888729482889175,-0.6888729482889175,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_4563_MVL_s000_640x480.png
0.213480532169342,0.35976368,0.1462831497192383,0.1462831497192383,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_1134_FV_s000_640x480.png
0.1080463454127311,0.3641224,0.2560760453343392,0.2560760453343392,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_1268_RV_s000_640x480.png
0.0663806423544883,0.37310296,0.3067223206162453,0.3067223206162453,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_2098_RV_s000_640x480.png
0.1916690915822982,0.38711312,0.19544403254985818,0.19544403254985818,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_2295_MVR_s000_640x480.png
0.0758661553263664,0.37120402,0.29533786326646805,0.29533786326646805,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_3901_MVL_s000_640x480.png
0.0655496343970298,0.38943675,0.32388711720705043,0.32388711720705043,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000006000_f000000150_4370_FV_s000_640x480.png
0.9559295177459716,0.23428766,0.7216418534517287,-0.7216418534517287,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1877_MVL_s000_640x480.png
0.0386789627373218,0.3550546,0.3163756243884564,0.3163756243884564,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1995_MVL_s000_640x480.png
0.0649590268731117,0.36925864,0.30429961532354355,0.30429961532354355,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_2551_FV_s000_640x480.png
0.7301257252693176,0.22835174,0.5017739832401276,-0.5017739832401276,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_3291_RV_s000_640x480.png
0.1834972947835922,0.35328215,0.1697848588228226,0.1697848588228226,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_4537_FV_s000_640x480.png
0.0965003296732902,0.30787617,0.21137584000825888,0.21137584000825888,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_0207_MVR_s000_640x480.png
0.5,0.15336266,0.3466373383998871,-0.3466373383998871,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_2661_RV_s000_640x480.png
0.3952242136001587,0.37110353,0.024120688438415527,-0.024120688438415527,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3134_FV_s000_640x480.png
0.3291159868240356,0.33928856,0.010172575712204035,0.010172575712204035,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3140_MVL_s000_640x480.png
0.3287802934646606,0.36806878,0.03928849101066595,0.03928849101066595,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_4442_MVL_s000_640x480.png
0.1845226734876632,0.30233374,0.117811068892479,0.117811068892479,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_2300_MVR_s000_640x480.png
0.1632991731166839,0.2785491,0.11524993181228643,0.11524993181228643,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_2310_RV_s000_640x480.png
0.0574191063642501,0.26317123,0.205752119421959,0.205752119421959,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_3204_MVL_s000_640x480.png
0.314489871263504,0.2707349,0.043754965066909735,-0.043754965066909735,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg10_final_level_max6_20250705183914_20250705183919_f_t0000000000_f000000000_3647_MVR_s000_640x480.png
0.217870831489563,0.29168195,0.0738111138343811,0.0738111138343811,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_0345_MVL_s000_640x480.png
0.5851981043815613,0.30387995,0.28131815791130066,-0.28131815791130066,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_0715_MVR_s000_640x480.png
0.9998619556427002,0.20407632,0.7957856357097626,-0.7957856357097626,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_3407_MVL_s000_640x480.png
0.8572025895118713,0.26019418,0.5970084071159363,-0.5970084071159363,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg12_final_level_max6_20250705183938_20250705183947_f_t0000000000_f000000000_2804_MVL_s000_640x480.png
0.2146933078765869,0.2821331,0.0674397945404053,0.0674397945404053,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg2_final_level_max6_20250705183755_20250705183803_f_t0000000000_f000000000_0357_RV_s000_640x480.png
0.4746673703193664,0.35867262,0.1159947514533996,-0.1159947514533996,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg2_final_level_max6_20250705183755_20250705183803_f_t0000000000_f000000000_3037_MVL_s000_640x480.png
0.7832360863685608,0.23983838,0.5433977097272873,-0.5433977097272873,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg3_final_level_max6_20250705183803_20250705183808_f_t0000000000_f000000000_1129_MVR_s000_640x480.png
0.0281525328755378,0.3229798,0.2948272749781609,0.2948272749781609,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg3_final_level_max6_20250705183803_20250705183808_f_t0000000000_f000000000_4378_MVL_s000_640x480.png
0.2287062555551529,0.29796174,0.06925548613071442,0.06925548613071442,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg3_final_level_max6_20250705183803_20250705183808_f_t0000000000_f000000000_4933_RV_s000_640x480.png
0.3563499748706817,0.20796584,0.14838413894176478,-0.14838413894176478,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_2671_FV_s000_640x480.png
0.6050254106521606,0.2328085,0.3722169101238251,-0.3722169101238251,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3368_FV_s000_640x480.png
0.0611068047583103,0.25503868,0.19393187388777736,0.19393187388777736,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3709_MVR_s000_640x480.png
0.6222057342529297,0.2191008,0.4031049311161041,-0.4031049311161041,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3831_RV_s000_640x480.png
0.3339980542659759,0.28458852,0.04940953850746149,-0.04940953850746149,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_4908_FV_s000_640x480.png
0.1784594058990478,0.2456762,0.0672167986631394,0.0672167986631394,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg7_final_level_max6_20250705183828_20250705183850_f_t0000000000_f000000000_1107_MVL_s000_640x480.png
0.1757992506027221,0.28772232,0.11192306876182562,0.11192306876182562,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg7_final_level_max6_20250705183828_20250705183850_f_t0000000000_f000000000_2349_FV_s000_640x480.png
0.3556978702545166,0.22210756,0.13359031081199646,-0.13359031081199646,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg7_final_level_max6_20250705183828_20250705183850_f_t0000000000_f000000000_2666_FV_s000_640x480.png
0.516314685344696,0.31879318,0.19752150774002075,-0.19752150774002075,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg9_final_level_max5_20250705183858_20250705183918_f_t0000000000_f000000000_4287_RV_s000_640x480.png
0.9579569101333618,0.28196067,0.6759962439537048,-0.6759962439537048,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_0436_MVL_s000_640x480.png
0.9445038437843324,0.25245827,0.692045569419861,-0.692045569419861,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_2377_MVL_s000_640x480.png
0.7749515771865845,0.24999973,0.524951845407486,-0.524951845407486,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_4176_RV_s000_640x480.png
0.8250699639320374,0.23747782,0.587592139840126,-0.587592139840126,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000005000_f000000125_1881_MVR_s000_640x480.png
0.1588854491710662,0.29656562,0.13768017292022713,0.13768017292022713,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000000000_f000000000_2356_MVL_s000_640x480.png
0.6581354737281799,0.26787385,0.39026162028312683,-0.39026162028312683,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000000000_f000000000_4622_MVR_s000_640x480.png
0.3285629153251648,0.3965379,0.0679749846458435,0.0679749846458435,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_0534_MVR_s000_640x480.png
0.1164709106087684,0.37525216,0.2587812468409539,0.2587812468409539,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_0990_MVR_s000_640x480.png
0.2040592432022094,0.38870662,0.18464738130569466,0.18464738130569466,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_1111_MVR_s000_640x480.png
0.1029807850718498,0.38124615,0.2782653644680977,0.2782653644680977,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_1119_RV_s000_640x480.png
0.549028754234314,0.38263425,0.16639450192451477,-0.16639450192451477,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_4509_FV_s000_640x480.png
0.1478425413370132,0.36782894,0.21998639404773718,0.21998639404773718,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_3159_FV_s000_640x480.png
0.2199964076280594,0.37876573,0.15876932442188263,0.15876932442188263,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_4025_MVL_s000_640x480.png
0.3945927619934082,0.24376376,0.1508290022611618,-0.1508290022611618,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_4297_FV_s000_640x480.png
0.0642557889223098,0.38965985,0.32540406286716467,0.32540406286716467,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_4375_FV_s000_640x480.png
0.22467802464962,0.36992744,0.14524941146373754,0.14524941146373754,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_4819_MVL_s000_640x480.png
