image_path,S_gt,S_hat_baseline,error,bias,clean_file_id,clean_camera,clean_path,mask_file_id,mask_path,mask_dominant_class,mask_S_full,mask_coverage,sample_idx,output_filename,caption,strength,guidance_scale,seed,spill_rate,mean_brightness,original_filename
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg1_final_level_max6_20250706082800_20250706082808_f_t0000006000_f000000150_0996_MVR_s000.png,0.1144885718822479,0.1521988,0.03771023452281955,0.03771023452281955,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751844993012_1751845387415_01_merged_seg1_final_level_max6_20250707073749_20250707073753_f_t0000000000_f000000000_1460_RV_s000.png,0.2336086332798004,0.2702947,0.036686062812805204,0.036686062812805204,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4954_MVL_s000.png,0.1919765770435333,0.16827092,0.023705661296844455,-0.023705661296844455,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4866_MVR_s000.png,0.1966577768325805,0.17861266,0.018045112490653936,-0.018045112490653936,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_0820_RV_s000.png,0.1692690402269363,0.15202087,0.017248168587684604,-0.017248168587684604,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799036880_1751799393879_01_merged_seg1_final_level_max6_20250706185332_20250706185336_f_t0000002000_f000000050_4539_MVL_s000.png,0.2252930998802185,0.17982353,0.04546956717967987,-0.04546956717967987,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_4900_RV_s000.png,0.3052173256874084,0.28427577,0.020941555500030462,-0.020941555500030462,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751764377737_1751764746011_01_merged_seg2_final_level_max6_20250706091415_20250706091427_f_t0000004000_f000000100_3041_MVR_s000.png,0.2403400540351867,0.2805897,0.04024964570999151,0.04024964570999151,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840197633_1751840566900_01_merged_seg1_final_level_max6_20250707061809_20250707061815_f_t0000003000_f000000075_4903_RV_s000.png,0.3042792081832886,0.35282618,0.04854696989059448,0.04854696989059448,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841396043_1751841812203_01_merged_seg1_final_level_max6_20250707063925_20250707063931_f_t0000001000_f000000025_3336_FV_s000.png,0.142311230301857,0.16564207,0.02333083748817444,0.02333083748817444,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757771683_1751758149403_01_merged_seg2_final_level_max6_20250706072346_20250706072351_f_t0000000000_f000000000_1414_MVL_s000.png,0.3591704964637756,0.32198834,0.037182152271270696,-0.037182152271270696,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_1394_RV_s000.png,0.371184378862381,0.4025365,0.03135213255882263,0.03135213255882263,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000004000_f000000100_4920_MVR_s000.png,0.3329096734523773,0.35768262,0.024772942066192627,0.024772942066192627,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751752529544_1751752905302_01_merged_seg1_final_level_max6_20250706055533_20250706055538_f_t0000000000_f000000000_4063_MVR_s000.png,0.338377833366394,0.32712138,0.011256456375122015,-0.011256456375122015,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_0471_MVL_s000.png,0.1957737356424331,0.18063532,0.015138417482376043,-0.015138417482376043,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_3764_MVL_s000.png,0.2271491587162017,0.19470708,0.032442077994346535,-0.032442077994346535,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761154647_1751761541642_01_merged_seg1_final_level_max6_20250706081936_20250706081942_f_t0000004000_f000000100_0590_MVL_s000.png,0.2182895988225937,0.1783608,0.03992879390716553,-0.03992879390716553,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802492742_1751802722181_01_merged_seg1_final_level_max4_20250706194931_20250706195019_f_t0000026000_f000000650_0376_MVL_s000.png,0.3218026161193847,0.28159836,0.04020425677299494,-0.04020425677299494,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846559422_1751846872074_01_merged_seg2_final_level_max6_20250707080340_20250707080348_f_t0000006000_f000000150_1528_FV_s000.png,0.2492680549621582,0.22426738,0.0250006765127182,-0.0250006765127182,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843783225_1751844163982_01_merged_seg1_final_level_max5_20250707071745_20250707071757_f_t0000009000_f000000225_4704_MVL_s000.png,0.2395115494728088,0.19992295,0.03958860039710996,-0.03958860039710996,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843783225_1751844163982_01_merged_seg1_final_level_max5_20250707071745_20250707071757_f_t0000009000_f000000225_2327_MVR_s000.png,0.1646242141723632,0.19191569,0.027291476726532066,0.027291476726532066,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840566940_1751840928885_01_merged_seg2_final_level_max6_20250707062809_20250707062816_f_t0000000000_f000000000_3423_RV_s000.png,0.2623599171638489,0.27827904,0.015919119119644165,0.015919119119644165,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751864589522_1751864950721_01_merged_seg3_final_level_max6_20250707130811_20250707130829_f_t0000002000_f000000050_2596_MVR_s000.png,0.1920961141586303,0.23161797,0.039521858096122825,0.039521858096122825,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751841258471_1751841587454_01_merged_seg3_final_level_max6_20250707063513_20250707063521_f_t0000004000_f000000100_3473_MVL_s000.png,0.2871464788913727,0.2945451,0.007398635149002075,0.007398635149002075,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751799999516_1751800239675_01_merged_seg3_final_level_max6_20250706190735_20250706190747_f_t0000011000_f000000275_2307_RV_s000.png,0.1615589261054992,0.13354497,0.02801395952701563,-0.02801395952701563,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751758149524_1751758500443_01_merged_seg1_final_level_max6_20250706073134_20250706073140_f_t0000000000_f000000000_4982_MVL_s000.png,0.3874436616897583,0.33998895,0.04745471477508545,-0.04745471477508545,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg1_final_level_max6_20250706064104_20250706064130_f_t0000018000_f000000450_2630_RV_s000.png,0.2876885235309601,0.2560027,0.031685829162597656,-0.031685829162597656,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg1_final_level_max6_20250706064104_20250706064130_f_t0000018000_f000000450_3691_FV_s000.png,0.2869463562965393,0.2672541,0.01969224214553833,-0.01969224214553833,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840816850_1751841149811_01_merged_seg4_final_level_max6_20250707063207_20250707063211_f_t0000002000_f000000050_4005_RV_s000.png,0.3970207273960113,0.36002606,0.036994665861129705,-0.036994665861129705,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_3554_MVR_s000.png,0.3952094614505768,0.35635814,0.03885132074356079,-0.03885132074356079,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_4436_FV_s000.png,0.3779078423976898,0.34199163,0.03591620922088623,-0.03591620922088623,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751862914435_1751863255353_01_merged_seg2_final_level_max6_20250707123646_20250707123656_f_t0000008000_f000000200_3111_MVL_s000.png,0.3528238236904144,0.33405903,0.018764793872833196,-0.018764793872833196,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846559422_1751846872074_01_merged_seg3_final_level_max6_20250707080549_20250707080556_f_t0000006000_f000000150_2491_RV_s000.png,0.3080734312534332,0.27997363,0.028099805116653442,-0.028099805116653442,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751762874686_1751763258119_01_merged_seg1_final_level_max6_20250706084854_20250706084900_f_t0000003000_f000000075_3149_MVR_s000.png,0.3814379274845123,0.34618467,0.03525325655937189,-0.03525325655937189,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg3_final_level_max6_20250707075011_20250707075016_f_t0000000000_f000000000_4796_MVR_s000.png,0.3128177225589752,0.35140264,0.03858491778373718,0.03858491778373718,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751869681799_1751870073234_01_merged_seg1_final_level_max6_20250707143410_20250707143416_f_t0000002000_f000000050_2344_FV_s000.png,0.1596943736076355,0.1358542,0.023840174078941345,-0.023840174078941345,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_3791_RV_s000.png,0.1779092103242874,0.19101785,0.013108640909194974,0.013108640909194974,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_2602_RV_s000.png,0.1589377969503402,0.20365998,0.04472218453884133,0.04472218453884133,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751802444421_1751802835418_01_merged_seg2_final_level_max6_20250706195117_20250706195126_f_t0000001000_f000000025_0055_MVR_s000.png,0.2180328220129013,0.19224745,0.025785371661186218,-0.025785371661186218,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_3424_RV_s000.png,0.2623463869094848,0.30434427,0.041997879743576105,0.041997879743576105,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_2315_FV_s000.png,0.2120909988880157,0.23861101,0.026520013809204157,0.026520013809204157,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751854881704_1751855241824_01_merged_seg1_final_level_max6_20250707102344_20250707102356_f_t0000009000_f000000225_3254_RV_s000.png,0.3453050553798675,0.30900443,0.03630062937736506,-0.03630062937736506,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843878110_1751844239299_01_merged_seg2_final_level_max6_20250707072331_20250707072336_f_t0000002000_f000000050_3266_FV_s000.png,0.3359168469905853,0.33615094,0.00023409724235534668,0.00023409724235534668,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751843878110_1751844239299_01_merged_seg2_final_level_max6_20250707072331_20250707072336_f_t0000002000_f000000050_4999_RV_s000.png,0.4162663221359253,0.40844455,0.007821768522262573,-0.007821768522262573,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751774824349_1751775163986_01_merged_seg3_final_level_max6_20250706120922_20250706120927_f_t0000001000_f000000025_3693_FV_s000.png,0.2869463562965393,0.27868766,0.008258700370788574,-0.008258700370788574,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756901084_1751757228118_01_merged_seg1_final_level_max6_20250706071009_20250706071029_f_t0000005000_f000000125_3787_RV_s000.png,0.1856472194194793,0.14780658,0.0378406345844268,-0.0378406345844268,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751756901084_1751757228118_01_merged_seg1_final_level_max6_20250706071009_20250706071029_f_t0000005000_f000000125_2349_FV_s000.png,0.1757992506027221,0.14733647,0.028462782502174322,-0.028462782502174322,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000004000_f000000100_2304_RV_s000.png,0.1614832282066345,0.1765942,0.015110969543457059,0.015110969543457059,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000004000_f000000100_4037_RV_s000.png,0.1826762855052948,0.15653442,0.02614186704158783,-0.02614186704158783,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_1660_RV_s000.png,0.3883683383464813,0.36314824,0.025220096111297607,-0.025220096111297607,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_1489_RV_s000.png,0.359036237001419,0.32988203,0.029154211282730047,-0.029154211282730047,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751845589772_1751845899244_01_merged_seg2_final_level_max6_20250707075006_20250707075014_f_t0000004000_f000000100_2492_RV_s000.png,0.3075454235076904,0.34190673,0.03436130285263067,0.03436130285263067,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_4905_FV_s000.png,0.3336277902126312,0.3377401,0.004112303256988525,0.004112303256988525,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_4879_FV_s000.png,0.3945056498050689,0.35099936,0.043506294488906805,-0.043506294488906805,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755146001_1751755440828_01_merged_seg2_final_level_max6_20250706064132_20250706064138_f_t0000000000_f000000000_3641_MVR_s000.png,0.314489871263504,0.35093266,0.036442786455154474,0.036442786455154474,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg5_final_level_max6_20250706072335_20250706072342_f_t0000005000_f000000125_3750_FV_s000.png,0.1622603982686996,0.1528344,0.009425997734069769,-0.009425997734069769,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751753593701_1751753995402_01_merged_seg1_final_level_max6_20250706061545_20250706061551_f_t0000002000_f000000050_3077_MVL_s000.png,0.2446657568216323,0.2821343,0.03746853768825539,0.03746853768825539,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg3_final_level_max6_20250706082922_20250706082939_f_t0000013000_f000000325_3184_MVR_s000.png,0.1617214530706405,0.20449346,0.042772009968757685,0.042772009968757685,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg3_final_level_max6_20250706082922_20250706082939_f_t0000013000_f000000325_1621_MVR_s000.png,0.1965871602296829,0.17359716,0.022990003228187533,-0.022990003228187533,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761541681_1751761915475_01_merged_seg3_final_level_max6_20250706082922_20250706082939_f_t0000013000_f000000325_2310_RV_s000.png,0.1632991731166839,0.20102519,0.03772601485252386,0.03772601485252386,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751848227948_1751848593586_01_merged_seg1_final_level_max5_20250707083415_20250707083421_f_t0000006000_f000000150_1621_MVR_s000.png,0.1965871602296829,0.1595888,0.03699836134910581,-0.03699836134910581,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751848227948_1751848593586_01_merged_seg1_final_level_max5_20250707083415_20250707083421_f_t0000006000_f000000150_0813_RV_s000.png,0.1765834242105484,0.19839707,0.02181364595890045,0.02181364595890045,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751797520605_1751797908038_01_merged_seg1_final_level_max5_20250706182959_20250706183023_f_t0000021000_f000000525_1439_FV_s000.png,0.1812276393175125,0.23021922,0.048991575837135315,0.048991575837135315,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846614307_1751846982498_01_merged_seg1_final_level_max5_20250707080929_20250707080942_f_t0000007000_f000000175_0538_MVR_s000.png,0.3257215619087219,0.35809037,0.03236880898475647,0.03236880898475647,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846614307_1751846982498_01_merged_seg1_final_level_max5_20250707080929_20250707080942_f_t0000007000_f000000175_4063_MVR_s000.png,0.338377833366394,0.28887534,0.049502491950988714,-0.049502491950988714,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800989704_1751801343385_01_merged_seg2_final_level_max5_20250706192848_20250706192903_f_t0000010000_f000000250_1396_RV_s000.png,0.3712164759635925,0.34849095,0.022725522518157903,-0.022725522518157903,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751800989704_1751801343385_01_merged_seg2_final_level_max5_20250706192848_20250706192903_f_t0000010000_f000000250_3289_MVR_s000.png,0.3239035010337829,0.33399516,0.010091662406921442,0.010091662406921442,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000003000_f000000075_4851_FV_s000.png,0.1841464787721634,0.1558584,0.028288081288337708,-0.028288081288337708,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751757622561_1751757850881_01_merged_seg4_final_level_max6_20250706072249_20250706072254_f_t0000003000_f000000075_1240_FV_s000.png,0.1888574510812759,0.14912899,0.03972846269607541,-0.03972846269607541,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755440868_1751755800333_01_merged_seg2_final_level_max6_20250706064923_20250706064929_f_t0000000000_f000000000_1392_MVR_s000.png,0.3217000961303711,0.34176114,0.02006104588508606,0.02006104588508606,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751755800373_1751756094122_01_merged_seg4_final_level_max6_20250706065230_20250706065241_f_t0000006000_f000000150_3142_MVL_s000.png,0.3291159868240356,0.3525623,0.023446321487426813,0.023446321487426813,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751856961903_1751857225751_01_merged_seg1_final_level_max6_20250707105807_20250707105828_f_t0000003000_f000000075_0695_RV_s000.png,0.2315994501113891,0.2294607,0.0021387487649917047,-0.0021387487649917047,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751856961903_1751857225751_01_merged_seg1_final_level_max6_20250707105807_20250707105828_f_t0000003000_f000000075_4707_MVL_s000.png,0.2429317682981491,0.22580168,0.017130091786384583,-0.017130091786384583,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846201344_1751846559382_01_merged_seg2_final_level_max6_20250707080230_20250707080235_f_t0000004000_f000000100_4798_MVR_s000.png,0.3128136098384857,0.30301058,0.009803026914596558,-0.009803026914596558,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846201344_1751846559382_01_merged_seg2_final_level_max6_20250707080230_20250707080235_f_t0000004000_f000000100_3710_RV_s000.png,0.275939017534256,0.2502995,0.025639504194259644,-0.025639504194259644,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846201344_1751846559382_01_merged_seg2_final_level_max6_20250707080230_20250707080235_f_t0000004000_f000000100_0419_RV_s000.png,0.2529598474502563,0.29407626,0.04111641645431524,0.04111641645431524,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751846201344_1751846559382_01_merged_seg2_final_level_max6_20250707080230_20250707080235_f_t0000004000_f000000100_3424_RV_s000.png,0.2623463869094848,0.26297417,0.0006277859210968573,0.0006277859210968573,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751847233672_1751847615239_01_merged_seg1_final_level_max6_20250707081840_20250707081847_f_t0000003000_f000000075_3488_RV_s000.png,0.3081468045711517,0.2726373,0.0355094969272613,-0.0355094969272613,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751761776798_1751762112840_01_merged_seg3_final_level_max6_20250706083356_20250706083403_f_t0000000000_f000000000_4434_FV_s000.png,0.3778850734233856,0.34388128,0.03400379419326782,-0.03400379419326782,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751782099971_1751782485928_01_merged_seg1_final_level_max6_20250706141011_20250706141015_f_t0000000000_f000000000_2759_FV_s000.png,0.2607719600200653,0.2515732,0.009198755025863647,-0.009198755025863647,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840816850_1751841149811_01_merged_seg2_final_level_max6_20250707063136_20250707063148_f_t0000002000_f000000050_3287_MVR_s000.png,0.3239035010337829,0.31111366,0.012789845466613714,-0.012789845466613714,,,,,,,,,,,,,,,,,
synthetic_soiling/batch_896f_10masks/resized_640x480/1751840816850_1751841149811_01_merged_seg2_final_level_max6_20250707063136_20250707063148_f_t0000002000_f000000050_4900_RV_s000.png,0.3052173256874084,0.3076661,0.0024487674236298163,0.0024487674236298163,,,,,,,,,,,,,,,,,
