filename,resized_path,seg,level,view,spill_rate,coverage,mask_class
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000_640x480.png,2,4,RV,0.055342,0.810135,2
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000_640x480.png,2,4,MVL,0.123936,0.741989,3
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000_640x480.png,2,4,FV,0.000172,0.999882,3
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000_640x480.png,2,4,RV,0.001376,0.998535,3
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000_640x480.png,2,4,RV,0.001114,0.998867,2
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000_640x480.png,0,0,unknown,0.001262,0.99828,3
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000_640x480.png,1,6,MVL,0.00139,0.998703,3
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000_640x480.png,0,0,unknown,0.12146,0.569836,2
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000_640x480.png,1,6,RV,0.002318,0.99707,2
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000_640x480.png,0,0,unknown,0.000953,0.999023,3
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000_640x480.png,1,6,MVL,0.0,1.0,3
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000_640x480.png,1,6,RV,0.034853,0.850578,3
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000_640x480.png,1,6,MVL,0.041327,0.856121,2
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000_640x480.png,0,0,unknown,0.046084,0.792538,3
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000_640x480.png,1,6,FV,0.0,1.0,3
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_0951_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_0951_MVL_s000_640x480.png,2,6,MVL,0.0,1.0,3
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1887_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_1887_RV_s000_640x480.png,2,6,RV,0.0,1.0,2
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_2828_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_2828_FV_s000_640x480.png,2,6,FV,0.095088,0.783752,2
1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_4563_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg2_final_level_max6_20250705182431_20250705182439_f_t0000003000_f000000075_4563_MVL_s000_640x480.png,2,6,MVL,0.0,1.0,3
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1877_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_1877_MVL_s000_640x480.png,1,6,MVL,0.0,1.0,3
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_3291_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000000000_f000000000_3291_RV_s000_640x480.png,1,6,RV,2.8e-05,0.99992,3
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_0207_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_0207_MVR_s000_640x480.png,0,0,unknown,0.083208,0.782799,1
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_2661_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_2661_RV_s000_640x480.png,1,6,RV,0.0,1.0,2
1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3140_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg1_final_level_max6_20250705183724_20250705183739_f_t0000010000_f000000250_3140_MVL_s000_640x480.png,1,6,MVL,0.21638,0.348995,3
1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_0715_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_0715_MVR_s000_640x480.png,0,0,unknown,0.0,1.0,2
1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_3407_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg11_final_level_max6_20250705183918_20250705183940_f_t0000000000_f000000000_3407_MVL_s000_640x480.png,11,6,MVL,0.0,1.0,3
1751711705851_1751712334189_01_merged_seg12_final_level_max6_20250705183938_20250705183947_f_t0000000000_f000000000_2804_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg12_final_level_max6_20250705183938_20250705183947_f_t0000000000_f000000000_2804_MVL_s000_640x480.png,12,6,MVL,0.004762,0.996666,3
1751711705851_1751712334189_01_merged_seg3_final_level_max6_20250705183803_20250705183808_f_t0000000000_f000000000_1129_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg3_final_level_max6_20250705183803_20250705183808_f_t0000000000_f000000000_1129_MVR_s000_640x480.png,0,0,unknown,0.013996,0.939194,3
1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_2671_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_2671_FV_s000_640x480.png,6,5,FV,0.001137,0.998047,2
1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3368_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3368_FV_s000_640x480.png,6,5,FV,0.049109,0.952919,2
1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3709_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3709_MVR_s000_640x480.png,0,0,unknown,0.178474,0.452755,1
1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3831_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg6_final_level_max5_20250705183827_20250705183833_f_t0000000000_f000000000_3831_RV_s000_640x480.png,6,5,RV,0.000922,0.998047,2
1751711705851_1751712334189_01_merged_seg7_final_level_max6_20250705183828_20250705183850_f_t0000000000_f000000000_2666_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751711705851_1751712334189_01_merged_seg7_final_level_max6_20250705183828_20250705183850_f_t0000000000_f000000000_2666_FV_s000_640x480.png,7,6,FV,0.002452,0.996147,2
1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_0436_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_0436_MVL_s000_640x480.png,1,6,MVL,0.0,1.0,3
1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_2377_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_2377_MVL_s000_640x480.png,1,6,MVL,0.001041,0.998703,3
1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_4176_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000000000_f000000000_4176_RV_s000_640x480.png,1,6,RV,0.0,1.0,2
1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000005000_f000000125_1881_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751712334229_1751727902968_01_merged_seg1_final_level_max6_20250705230145_20250705230152_f_t0000005000_f000000125_1881_MVR_s000_640x480.png,0,0,unknown,0.001922,0.998047,3
1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000000000_f000000000_4622_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000000000_f000000000_4622_MVR_s000_640x480.png,0,0,unknown,0.000377,0.999256,2
1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_4509_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000001000_f000000025_4509_FV_s000_640x480.png,1,6,FV,0.000367,0.999023,1
1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_4297_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000002000_f000000050_4297_FV_s000_640x480.png,1,6,FV,0.000875,0.998047,2
1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000004000_f000000100_2178_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000004000_f000000100_2178_MVL_s000_640x480.png,1,6,MVL,0.002551,0.998703,3
1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000004000_f000000100_3674_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg1_final_level_max6_20250706054802_20250706054807_f_t0000004000_f000000100_3674_MVR_s000_640x480.png,0,0,unknown,0.028104,0.89962,2
1751751775113_1751752150591_01_merged_seg2_final_level_max6_20250706054836_20250706054843_f_t0000000000_f000000000_4625_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751751775113_1751752150591_01_merged_seg2_final_level_max6_20250706054836_20250706054843_f_t0000000000_f000000000_4625_RV_s000_640x480.png,2,6,RV,0.0,1.0,2
1751752150631_1751752529504_01_merged_seg1_final_level_max6_20250706054938_20250706054944_f_t0000000000_f000000000_1493_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg1_final_level_max6_20250706054938_20250706054944_f_t0000000000_f000000000_1493_FV_s000_640x480.png,1,6,FV,0.028962,0.833073,1
1751752150631_1751752529504_01_merged_seg1_final_level_max6_20250706054938_20250706054944_f_t0000000000_f000000000_4250_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg1_final_level_max6_20250706054938_20250706054944_f_t0000000000_f000000000_4250_MVR_s000_640x480.png,0,0,unknown,0.0,1.0,3
1751752150631_1751752529504_01_merged_seg1_final_level_max6_20250706054938_20250706054944_f_t0000000000_f000000000_4750_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg1_final_level_max6_20250706054938_20250706054944_f_t0000000000_f000000000_4750_RV_s000_640x480.png,1,6,RV,0.060751,0.801189,2
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000000000_f000000000_0918_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000000000_f000000000_0918_MVL_s000_640x480.png,3,6,MVL,0.0,1.0,3
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000000000_f000000000_2200_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000000000_f000000000_2200_FV_s000_640x480.png,3,6,FV,0.006375,0.995708,3
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000000000_f000000000_2208_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000000000_f000000000_2208_MVR_s000_640x480.png,0,0,unknown,0.007394,0.993176,2
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000002000_f000000050_2050_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000002000_f000000050_2050_FV_s000_640x480.png,3,6,FV,0.000965,0.99902,2
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000002000_f000000050_4058_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000002000_f000000050_4058_MVL_s000_640x480.png,3,6,MVL,0.0682,0.703602,2
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_2239_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_2239_RV_s000_640x480.png,3,6,RV,0.024224,0.901855,3
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_2614_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_2614_FV_s000_640x480.png,3,6,FV,0.000985,0.998562,1
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_2936_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_2936_RV_s000_640x480.png,3,6,RV,0.165848,0.633644,3
1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_4294_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752150631_1751752529504_01_merged_seg3_final_level_max6_20250706055253_20250706055300_f_t0000005000_f000000125_4294_FV_s000_640x480.png,3,6,FV,0.001196,0.998047,2
1751752529544_1751752905302_01_merged_seg1_final_level_max6_20250706055533_20250706055538_f_t0000004000_f000000100_1181_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752529544_1751752905302_01_merged_seg1_final_level_max6_20250706055533_20250706055538_f_t0000004000_f000000100_1181_RV_s000_640x480.png,1,6,RV,0.001453,0.998535,2
1751752905342_1751753263780_01_merged_seg1_final_level_max6_20250706060440_20250706060446_f_t0000000000_f000000000_4620_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752905342_1751753263780_01_merged_seg1_final_level_max6_20250706060440_20250706060446_f_t0000000000_f000000000_4620_MVR_s000_640x480.png,0,0,unknown,0.001093,0.999256,2
1751752905342_1751753263780_01_merged_seg1_final_level_max6_20250706060440_20250706060446_f_t0000000000_f000000000_4743_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751752905342_1751753263780_01_merged_seg1_final_level_max6_20250706060440_20250706060446_f_t0000000000_f000000000_4743_MVR_s000_640x480.png,0,0,unknown,0.03934,0.881069,3
1751753898463_1751754114867_01_merged_seg2_final_level_max6_20250706061859_20250706061911_f_t0000006000_f000000150_1214_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751753898463_1751754114867_01_merged_seg2_final_level_max6_20250706061859_20250706061911_f_t0000006000_f000000150_1214_MVL_s000_640x480.png,2,6,MVL,0.002008,0.998051,3
1751753898463_1751754114867_01_merged_seg2_final_level_max6_20250706061859_20250706061911_f_t0000006000_f000000150_1942_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751753898463_1751754114867_01_merged_seg2_final_level_max6_20250706061859_20250706061911_f_t0000006000_f000000150_1942_FV_s000_640x480.png,2,6,FV,0.00049,0.999023,2
1751753898463_1751754114867_01_merged_seg3_final_level_max6_20250706061910_20250706061915_f_t0000004000_f000000100_3094_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751753898463_1751754114867_01_merged_seg3_final_level_max6_20250706061910_20250706061915_f_t0000004000_f000000100_3094_RV_s000_640x480.png,3,6,RV,0.000579,0.999023,2
1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000000000_f000000000_0285_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000000000_f000000000_0285_FV_s000_640x480.png,1,6,FV,0.000826,0.998047,2
1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000000000_f000000000_1801_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000000000_f000000000_1801_RV_s000_640x480.png,1,6,RV,0.035958,0.809814,2
1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000007000_f000000175_3410_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751754455987_1751754602788_01_merged_seg1_final_level_max6_20250706062954_20250706063002_f_t0000007000_f000000175_3410_MVL_s000_640x480.png,1,6,MVL,0.0,1.0,3
1751754778059_1751755145961_01_merged_seg1_final_level_max6_20250706063736_20250706063743_f_t0000000000_f000000000_4189_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751754778059_1751755145961_01_merged_seg1_final_level_max6_20250706063736_20250706063743_f_t0000000000_f000000000_4189_MVL_s000_640x480.png,1,6,MVL,0.0,1.0,2
1751754778059_1751755145961_01_merged_seg1_final_level_max6_20250706063736_20250706063743_f_t0000002000_f000000050_2618_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751754778059_1751755145961_01_merged_seg1_final_level_max6_20250706063736_20250706063743_f_t0000002000_f000000050_2618_MVL_s000_640x480.png,1,6,MVL,0.127384,0.654026,2
1751754778059_1751755145961_01_merged_seg1_final_level_max6_20250706063736_20250706063743_f_t0000002000_f000000050_4752_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751754778059_1751755145961_01_merged_seg1_final_level_max6_20250706063736_20250706063743_f_t0000002000_f000000050_4752_RV_s000_640x480.png,1,6,RV,0.065684,0.801586,2
