file_id,output_image,output_caption,caption,S_full,dominant_class,bg_method,class_0_ratio,class_1_ratio,class_2_ratio,class_3_ratio,rgb_path,gt_label_path,npz_path
0019_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0019_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0019_MVR.txt,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,1,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0019_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0019_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0021_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0021_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0021_MVR.txt,"severe transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,1,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0021_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0021_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0023_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0023_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0023_RV.txt,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,1,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0023_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0023_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0025_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0025_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0025_RV.txt,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,1,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0025_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0025_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0027_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0027_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0027_RV.txt,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,1,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0027_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0027_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0029_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0029_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0029_RV.txt,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,1,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0029_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0029_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0031_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0031_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0031_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0031_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0031_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0033_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0033_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0033_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0033_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0033_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0035_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0035_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0035_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0035_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0035_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0037_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0037_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0037_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0037_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0037_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0039_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0039_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0039_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0039_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0039_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0041_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0041_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0041_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0041_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0041_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0043_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0043_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0043_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0043_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0043_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0045_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0045_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0045_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0045_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0045_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0047_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0047_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0047_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0047_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0047_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0049_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0049_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0049_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0049_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0049_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0051_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0051_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0051_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0051_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0051_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0053_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0053_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0053_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0053_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0053_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0055_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0055_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0055_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0055_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0055_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0057_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0057_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0057_RV.txt,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,2,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0057_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0057_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0060_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0060_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0060_RV.txt,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,2,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0060_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0060_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0061_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0061_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0061_RV.txt,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,2,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0061_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0061_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0063_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0063_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0063_RV.txt,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,2,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0063_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0063_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0065_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0065_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0065_RV.txt,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,2,random,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0065_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0065_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0067_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0067_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0067_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0067_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0067_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0069_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0069_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0069_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0069_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0069_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0071_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0071_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0071_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0071_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0071_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0073_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0073_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0073_FV.txt,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,3,random,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0073_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0073_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0076_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0076_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0076_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0076_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0076_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0078_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0078_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0078_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0078_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0078_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0080_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0080_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0080_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,3,random,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0080_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0080_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0081_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0081_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0081_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0081_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0081_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0083_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0083_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0083_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0083_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0083_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0085_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0085_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0085_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0085_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0085_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0087_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0087_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0087_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,3,random,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0087_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0087_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
