file_id,rgb_path,gt_label_path,npz_path
0041_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0041_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0041_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0043_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0043_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0043_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0045_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0045_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0045_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0047_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0047_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0047_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0049_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0049_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0049_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0051_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0051_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0051_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0053_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0053_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0053_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0055_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0055_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0055_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0057_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0057_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0057_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0060_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0060_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0060_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0061_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0061_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0061_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0063_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0063_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0063_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0065_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0065_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0065_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0067_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0067_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0067_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0069_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0069_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0069_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0071_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0071_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0071_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0073_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0073_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0073_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0076_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0076_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0076_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0078_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0078_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0078_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0080_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0080_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0080_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0081_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0081_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0081_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0083_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0083_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0083_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0085_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0085_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0085_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0087_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0087_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0087_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0089_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0089_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0089_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0091_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0091_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0091_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0093_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0093_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0093_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0095_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0095_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0095_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0097_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0097_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0097_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0099_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0099_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0099_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0101_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0101_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0101_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0103_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0103_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0103_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0105_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0105_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0105_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0107_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0107_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0107_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0108_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0108_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0108_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0111_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0111_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0111_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0113_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0113_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0113_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0115_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0115_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0115_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0117_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0117_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0117_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0119_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0119_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0119_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0121_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0121_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0121_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0123_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0123_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0123_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0125_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0125_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0125_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0128_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0128_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0128_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0130_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0130_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0130_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0132_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0132_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0132_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0133_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0133_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0133_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0136_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0136_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0136_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0138_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0138_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0138_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0140_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0140_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0140_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0143_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0143_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0143_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0145_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0145_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0145_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0147_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0147_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0147_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0149_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0149_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0149_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0150_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0150_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0150_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0152_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0152_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0152_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0154_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0154_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0154_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0156_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0156_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0156_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0158_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0158_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0158_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0160_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0160_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0160_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0162_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0162_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0162_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0164_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0164_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0164_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0167_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0167_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0167_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0168_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0168_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0168_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0171_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0171_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0171_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0174_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0174_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0174_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0176_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0176_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0176_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0178_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0178_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0178_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0180_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0180_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0180_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0182_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0182_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0182_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0184_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0184_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0184_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0186_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0186_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0186_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0188_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0188_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0188_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0190_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0190_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0190_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
0191_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0191_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0191_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0193_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0193_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0193_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0195_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0195_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0195_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0197_FV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0197_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0197_FV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2669_FV.npz
0199_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0199_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0199_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0200_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0200_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0200_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0202_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0202_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0202_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0205_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0205_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0205_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0206_MVL,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0206_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0206_MVL.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/3608_MVL.npz
0207_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0207_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0207_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0209_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0209_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0209_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0211_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0211_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0211_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0213_MVR,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0213_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0213_MVR.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/4249_MVR.npz
0215_RV,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0215_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0215_RV.png,/home/yf/soiling_project/dataset/woodscape_processed/labels_tile/2040_RV.npz
