original_filename,resized_filename,original_path,resized_path,filter_status,clean_file_id,clean_camera,mask_file_id,spill_rate,coverage,mask_dominant_class,caption
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275,f,0447_MVR,0.094723,0.824493,3,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275,f,1214_MVL,0.002118,0.998051,3,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275,f,1224_RV,0.005287,0.996094,3,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275,f,2839_MVR,0.026824,0.935173,2,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275,f,3372_FV,0.040317,0.953091,2,"severe semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300,f,0383_MVR,0.540919,0.2897,3,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300,f,1807_RV,0.055342,0.810135,2,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300,f,2248_FV,0.821059,0.056503,1,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300,f,2457_MVL,0.123936,0.741989,3,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300,f,3917_RV,0.711918,0.110275,3,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300,f,4604_FV,0.000172,0.999882,3,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350,f,1001_RV,0.777469,0.13002,1,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350,f,1323_MVR,0.309513,0.489498,3,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350,f,2788_RV,0.362843,0.260021,2,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350,f,3986_FV,0.387325,0.39579,3,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400,f,0406_MVL,0.566391,0.15892,3,"noticeable opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400,f,2520_RV,0.001376,0.998535,3,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400,f,3771_MVL,0.594924,0.212921,2,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400,f,4365_RV,0.001114,0.998867,2,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000.png,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000_640x480.png,accepted,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400,f,4381_MVL,0.866003,0.03389,1,"noticeable transparent soiling layer, on camera lens, out of focus foreground, subtle glare, background visible"
1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000.png,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/original_512x512/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000.png,sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000_640x480.png,accepted,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000,f,0471_MVL,0.311311,0.36116,2,"noticeable semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible"
