rgb_path,npz_path,split,S,s,global_level,global_bin,original_filename,mask_file_id,spill_rate
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000.npz,train,0.7363759279251099,0.8222265839576721,4,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_0447_MVR_s000.png,0447_MVR,0.094723
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000.npz,train,0.945572555065155,0.9976595044136048,4,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1214_MVL_s000.png,1214_MVL,0.002118
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000.npz,train,0.7991094589233398,0.9950553178787231,4,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_1224_RV_s000.png,1224_RV,0.005287
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000.npz,train,0.5749086141586304,0.935436189174652,3,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_2839_MVR_s000.png,2839_MVR,0.026824
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000.npz,val,0.6155697107315063,0.9523698091506958,4,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000011000_f000000275_3372_FV_s000.png,3372_FV,0.040317
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000.npz,train,0.3022643327713012,0.2885807156562805,2,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_0383_MVR_s000.png,0383_MVR,0.540919
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000.npz,train,0.4136216044425964,0.8089518547058105,3,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_1807_RV_s000.png,1807_RV,0.055342
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000.npz,train,0.0668421015143394,0.0563997626304626,1,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2248_FV_s000.png,2248_FV,0.821059
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.npz,train,0.6630409359931946,0.7414159774780273,4,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_2457_MVL_s000.png,2457_MVL,0.123936
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000.npz,train,0.1843955814838409,0.1093620061874389,2,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_3917_RV_s000.png,3917_RV,0.711918
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.npz,train,0.7064985632896423,0.9990885257720948,4,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000012000_f000000300_4604_FV_s000.png,4604_FV,0.000172
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000.npz,train,0.1714345514774322,0.1296582221984863,2,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1001_RV_s000.png,1001_RV,0.777469
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000.npz,train,0.4768870770931244,0.4883886575698852,3,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_1323_MVR_s000.png,1323_MVR,0.309513
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000.npz,train,0.1569205671548843,0.2596582174301147,2,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_2788_RV_s000.png,2788_RV,0.362843
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000.npz,train,0.3851836025714874,0.3957552313804626,3,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000014000_f000000350_3986_FV_s000.png,3986_FV,0.387325
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000.npz,train,0.2529514133930206,0.1580631732940673,2,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_0406_MVL_s000.png,0406_MVL,0.566391
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.npz,train,0.5715407729148865,0.995703101158142,3,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_2520_RV_s000.png,2520_RV,0.001376
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000.npz,train,0.2237840294837951,0.2119238376617431,2,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_3771_MVL_s000.png,3771_MVL,0.594924
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.npz,train,0.3653822243213653,0.9990918040275574,3,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4365_RV_s000.png,4365_RV,0.001114
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000.npz,train,0.0267555844038724,0.0338932275772094,1,1,1751703857935_1751704212892_01_merged_seg2_final_level_max4_20250705162944_20250705163002_f_t0000016000_f000000400_4381_MVL_s000.png,4381_MVL,0.866003
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000.npz,val,0.1999149024486541,0.3607519268989563,2,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_0471_MVL_s000.png,0471_MVL,0.311311
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000.npz,train,0.7940091490745544,0.996959626674652,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_1064_MVR_s000.png,1064_MVR,0.001262
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000.npz,train,0.9411062002182008,0.9974446892738342,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000000000_f000000000_2381_MVL_s000.png,2381_MVL,0.00139
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000.npz,train,0.2919288873672485,0.569251298904419,2,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_1854_MVR_s000.png,1854_MVR,0.12146
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_2135_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_2135_RV_s000.npz,train,0.0427149757742881,0.0303841233253479,1,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_2135_RV_s000.png,2135_RV,0.915903
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000.npz,train,0.5959969162940979,0.997656226158142,3,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3393_RV_s000.png,3393_RV,0.002318
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3560_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3560_RV_s000.npz,val,0.410647302865982,0.3939681053161621,3,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3560_RV_s000.png,3560_RV,0.33685
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000.npz,train,0.8346262574195862,0.999218761920929,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3583_MVR_s000.png,3583_MVR,0.000953
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3764_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3764_MVL_s000.npz,train,0.2225275188684463,0.2093001008033752,2,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000001000_f000000025_3764_MVL_s000.png,3764_MVL,0.635093
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000.npz,train,0.998959183692932,0.998437523841858,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_0235_MVL_s000.png,0235_MVL,
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000.npz,train,0.7463510632514954,0.8490234613418579,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_2846_RV_s000.png,2846_RV,0.034853
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4262_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4262_FV_s000.npz,train,0.1368274539709091,0.0742838382720947,1,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4262_FV_s000.png,4262_FV,0.70598
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4433_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4433_FV_s000.npz,train,0.3736354410648346,0.3527636528015136,3,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000003000_f000000075_4433_FV_s000.png,4433_FV,0.391453
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000.npz,train,0.3525653481483459,0.8565104007720947,3,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_0292_MVL_s000.png,0292_MVL,0.041327
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000.npz,train,0.693311333656311,0.7920572757720947,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2032_MVR_s000.png,2032_MVR,0.046084
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2115_MVL_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2115_MVL_s000.npz,train,0.0228602606803178,0.0251562595367431,1,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2115_MVL_s000.png,2115_MVL,0.930045
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000.npz,train,0.6764600872993469,1.0,4,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_2914_FV_s000.png,2914_FV,
sd_scripts/lora/accepted_20260224_164715/resized_640x480/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_3155_RV_s000_640x480.png,sd_scripts/lora/accepted_20260224_164715/npz/1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_3155_RV_s000.npz,train,0.3905041515827179,0.3357649445533752,3,1,1751710936461_1751711319656_01_merged_seg1_final_level_max6_20250705182426_20250705182431_f_t0000004000_f000000100_3155_RV_s000.png,3155_RV,0.441282
