file_id,output_image,output_caption,caption,S_full,dominant_class,bg_method,class_0_ratio,class_1_ratio,class_2_ratio,class_3_ratio,gt_label_path,rgb_path
2061_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2061_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2061_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2061_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2061_MVR.png
0339_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0339_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0339_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0339_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0339_MVL.png
3247_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3247_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3247_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3247_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3247_MVR.png
1989_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1989_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1989_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/1989_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/1989_FV.png
1214_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1214_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1214_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/1214_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/1214_MVL.png
2440_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2440_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2440_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2440_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2440_MVR.png
3005_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3005_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3005_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3005_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3005_FV.png
3895_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3895_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3895_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3895_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3895_MVL.png
3852_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3852_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3852_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3852_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3852_MVR.png
3645_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3645_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3645_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3645_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3645_MVR.png
0581_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0581_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0581_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0581_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0581_FV.png
0975_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0975_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0975_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0975_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0975_FV.png
3185_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3185_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3185_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3185_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3185_MVR.png
2404_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2404_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2404_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2404_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2404_MVL.png
2806_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2806_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2806_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2806_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2806_MVL.png
0994_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0994_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0994_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0994_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0994_MVR.png
1995_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1995_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1995_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/1995_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/1995_MVL.png
4114_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/4114_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/4114_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/4114_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/4114_FV.png
3069_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3069_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3069_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3069_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3069_FV.png
0668_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0668_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0668_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0668_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0668_FV.png
3203_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3203_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3203_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3203_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3203_FV.png
2474_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2474_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2474_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2474_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2474_FV.png
0514_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0514_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0514_RV.txt,"moderate opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,,,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0514_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0514_RV.png
1741_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1741_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1741_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/1741_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/1741_MVL.png
4027_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/4027_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/4027_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/4027_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/4027_MVR.png
1078_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1078_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1078_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/1078_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/1078_FV.png
2241_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2241_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2241_RV.txt,"moderate opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,,,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2241_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2241_RV.png
2743_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2743_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2743_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2743_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2743_MVR.png
3968_MVR,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3968_MVR.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3968_MVR.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.8715894818305969,,,0.0003466796770226,0.0,0.4437890648841858,0.5558642745018005,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3968_MVR.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3968_MVR.png
1266_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1266_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/1266_RV.txt,"moderate opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,,,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/1266_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/1266_RV.png
3314_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3314_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3314_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3314_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3314_MVL.png
2585_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2585_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2585_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2585_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2585_MVL.png
2342_FV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2342_FV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2342_FV.txt,"moderate semi-transparent dirt smudge, on camera lens, out of focus foreground, subtle glare, background visible",0.5310613512992859,,,0.0018196614691987,0.3619433641433716,0.6362369656562805,0.0,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2342_FV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2342_FV.png
3188_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3188_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/3188_RV.txt,"moderate opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,,,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/3188_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/3188_RV.png
2394_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2394_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/2394_RV.txt,"moderate opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,,,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/2394_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/2394_RV.png
4043_RV,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/4043_RV.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/4043_RV.txt,"moderate opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.5986670851707458,,,0.4318554699420929,0.0,0.0949259474873542,0.4732185900211334,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/4043_RV.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/4043_RV.png
0645_MVL,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0645_MVL.jpg,/home/yf/soiling_project/sd_scripts/lora/training_data/dreambooth_format/train/0645_MVL.txt,"severe opaque heavy stains, on camera lens, out of focus foreground, subtle glare, background visible",0.6757362484931946,,,0.2211352586746215,0.0734993517398834,0.0383455418050289,0.6670198440551758,/home/yf/soiling_project/dataset/woodscape_raw/train/gtLabels/0645_MVL.png,/home/yf/soiling_project/dataset/woodscape_raw/train/rgbImages/0645_MVL.png
